Date,Close
4/10/2019 16:00:00,21.88
4/11/2019 16:00:00,20.92
4/12/2019 16:00:00,20.44
4/15/2019 16:00:00,20.93
4/16/2019 16:00:00,19.93
4/17/2019 16:00:00,19.3
4/18/2019 16:00:00,18.38
4/22/2019 16:00:00,19.14
4/23/2019 16:00:00,18.62
4/24/2019 16:00:00,17.99
4/25/2019 16:00:00,18.13
4/26/2019 16:00:00,17.59
4/29/2019 16:00:00,18.02
4/30/2019 16:00:00,16.98
5/1/2019 16:00:00,17.6
5/2/2019 16:00:00,17.65
5/3/2019 16:00:00,17.72
5/6/2019 16:00:00,18.53
5/7/2019 16:00:00,18.2
5/8/2019 16:00:00,18.14
5/9/2019 16:00:00,17.63
5/10/2019 16:00:00,17.75
5/13/2019 16:00:00,17.22
5/14/2019 16:00:00,12.83
5/15/2019 16:00:00,13.51
5/16/2019 16:00:00,12.81
5/17/2019 16:00:00,12.48
5/20/2019 16:00:00,12.52
5/21/2019 16:00:00,12.78
5/22/2019 16:00:00,12.87
5/23/2019 16:00:00,12.84
5/24/2019 16:00:00,12.43
5/28/2019 16:00:00,11.9
5/29/2019 16:00:00,12.01
5/30/2019 16:00:00,8.99
5/31/2019 16:00:00,9.83
6/3/2019 16:00:00,8.74
6/4/2019 16:00:00,9.75
6/5/2019 16:00:00,9.84
6/6/2019 16:00:00,9.24
6/7/2019 16:00:00,9.77
6/10/2019 16:00:00,9.2
6/11/2019 16:00:00,8.89
6/12/2019 16:00:00,8.94
6/13/2019 16:00:00,8.99
6/14/2019 16:00:00,8.69
6/17/2019 16:00:00,9.37
6/18/2019 16:00:00,9.27
6/19/2019 16:00:00,9.33
6/20/2019 16:00:00,9.4
6/21/2019 16:00:00,9.31
6/24/2019 16:00:00,9.31
6/25/2019 16:00:00,9.12
6/26/2019 16:00:00,8.81
6/27/2019 16:00:00,9.24
6/28/2019 16:00:00,9.05
7/1/2019 16:00:00,8.8
7/2/2019 16:00:00,8.81
7/3/2019 13:00:00,8.77
7/5/2019 16:00:00,8.69
7/8/2019 16:00:00,8.35
7/9/2019 16:00:00,8.87
7/10/2019 16:00:00,9.46
7/11/2019 16:00:00,8.63
7/12/2019 16:00:00,8.59
7/15/2019 16:00:00,8.82
7/16/2019 16:00:00,8.76
7/17/2019 16:00:00,8.78
7/18/2019 16:00:00,8.67
7/19/2019 16:00:00,8.41
7/22/2019 16:00:00,8.17
7/23/2019 16:00:00,8
7/24/2019 16:00:00,7.93
7/25/2019 16:00:00,7.47
7/26/2019 16:00:00,7.22
7/29/2019 16:00:00,6.95
7/30/2019 16:00:00,6.94
7/31/2019 16:00:00,7.2
8/1/2019 16:00:00,7.05
8/2/2019 16:00:00,6.9
8/5/2019 16:00:00,6.81
8/6/2019 16:00:00,6.95
8/7/2019 16:00:00,7.29
8/8/2019 16:00:00,7.28
8/9/2019 16:00:00,7.49
8/12/2019 16:00:00,7.23
8/13/2019 16:00:00,7.18
8/14/2019 16:00:00,7.16
8/15/2019 16:00:00,7
8/16/2019 16:00:00,7
8/19/2019 16:00:00,7.82
8/20/2019 16:00:00,7.87
8/21/2019 16:00:00,7.93
8/22/2019 16:00:00,7.7
8/23/2019 16:00:00,7.65
8/26/2019 16:00:00,7.78
8/27/2019 16:00:00,7.86
8/28/2019 16:00:00,7.98
8/29/2019 16:00:00,8.29
8/30/2019 16:00:00,8.03
9/3/2019 16:00:00,8.11
9/4/2019 16:00:00,8.19
9/5/2019 16:00:00,8.04
9/6/2019 16:00:00,7.51
9/9/2019 16:00:00,6.94
9/10/2019 16:00:00,7.09
9/11/2019 16:00:00,6.94
9/12/2019 16:00:00,6.5
9/13/2019 16:00:00,6.17
9/16/2019 16:00:00,5.97
9/17/2019 16:00:00,6.1
9/18/2019 16:00:00,6.18
9/19/2019 16:00:00,6.06
9/20/2019 16:00:00,6
9/23/2019 16:00:00,5.77
9/24/2019 16:00:00,5.64
9/25/2019 16:00:00,5.34
9/26/2019 16:00:00,5.24
9/27/2019 16:00:00,5.19
9/30/2019 16:00:00,5.2
10/1/2019 16:00:00,4.97
10/2/2019 16:00:00,5.01
10/3/2019 16:00:00,5
10/4/2019 16:00:00,4.92
10/7/2019 16:00:00,4.64
10/8/2019 16:00:00,4.77
10/9/2019 16:00:00,4.78
10/10/2019 16:00:00,4.79
10/11/2019 16:00:00,4.83
10/14/2019 16:00:00,5.27
10/15/2019 16:00:00,5.35
10/16/2019 16:00:00,5.46
10/17/2019 16:00:00,5.54
10/18/2019 16:00:00,5.05
10/21/2019 16:00:00,5.25
10/22/2019 16:00:00,5.21
10/23/2019 16:00:00,4.82
10/24/2019 16:00:00,4.55
10/25/2019 16:00:00,4.49
10/28/2019 16:00:00,4.2
10/29/2019 16:00:00,4.44
10/30/2019 16:00:00,4.65
10/31/2019 16:00:00,5.46
11/1/2019 16:00:00,5.55
11/4/2019 16:00:00,5.8
11/5/2019 16:00:00,5.71
11/6/2019 16:00:00,5.63
11/7/2019 16:00:00,5.45
11/8/2019 16:00:00,5.86
11/11/2019 16:00:00,5.53
11/12/2019 16:00:00,5.85
11/13/2019 16:00:00,6.1
11/14/2019 16:00:00,6.01
11/15/2019 16:00:00,6.17
11/18/2019 16:00:00,6.06
11/19/2019 16:00:00,12.92
11/20/2019 16:00:00,12.85
11/21/2019 16:00:00,12.43
11/22/2019 16:00:00,14.09
11/25/2019 16:00:00,15.04
11/26/2019 16:00:00,15.02
11/27/2019 16:00:00,17.24
11/29/2019 13:00:00,17.81
12/2/2019 16:00:00,19.21
12/3/2019 16:00:00,18.62
12/4/2019 16:00:00,17.32
12/5/2019 16:00:00,16.78
